visit_id,doctor_id,rep_id,visit_date,prescriptions_before,prescriptions_after
634,D0086,R022,2026-06-16,99,101.4
635,D0087,R025,2026-03-28,52,54.4
636,D0087,R012,2026-04-30,52,58.2
637,D0087,R012,2025-11-08,52,53.7
638,D0087,R013,2026-01-26,52,54.6
639,D0087,R012,2026-02-10,52,56.7
640,D0087,R012,2025-09-07,52,57.7
641,D0087,R004,2026-04-18,52,48.7
642,D0087,R025,2025-11-27,52,51.1
643,D0087,R004,2025-11-14,52,48.0
644,D0087,R012,2025-11-10,52,56.3
645,D0088,R004,2026-01-01,19,22.0
646,D0088,R012,2025-12-22,19,20.4
647,D0088,R013,2026-01-27,19,15.6
648,D0089,R021,2025-11-14,76,78.1
649,D0089,R021,2025-10-18,76,75.7
650,D0089,R014,2026-05-10,76,78.3
651,D0089,R009,2025-07-28,76,80.7
652,D0089,R021,2026-02-23,76,76.4
653,D0089,R008,2025-08-26,76,84.9
654,D0089,R008,2025-09-25,76,74.5
655,D0089,R008,2026-01-08,76,73.6
656,D0089,R021,2025-11-04,76,79.7
657,D0090,R009,2025-08-21,82,80.6
658,D0090,R008,2025-11-17,82,89.0
659,D0090,R014,2025-11-08,82,82.8
660,D0090,R008,2025-12-04,82,84.4
661,D0090,R021,2026-01-02,82,88.8
662,D0091,R012,2026-01-02,91,92.1
663,D0091,R012,2026-04-13,91,97.9
664,D0091,R013,2026-05-31,91,92.9
665,D0091,R012,2026-03-21,91,94.0
666,D0091,R012,2026-02-09,91,96.9
667,D0091,R013,2026-04-01,91,85.0
668,D0091,R025,2025-12-20,91,94.6
669,D0091,R025,2025-11-08,91,96.6
670,D0091,R012,2026-06-02,91,92.2
671,D0091,R012,2026-05-11,91,95.9
672,D0091,R013,2026-06-05,91,92.8
673,D0091,R004,2025-08-19,91,85.4
674,D0091,R012,2025-08-11,91,94.6
675,D0091,R004,2026-03-12,91,88.5
676,D0092,R019,2026-07-12,66,62.1
677,D0092,R018,2025-10-17,66,72.5
678,D0092,R018,2026-03-20,66,73.9
679,D0092,R001,2025-11-05,66,69.7
680,D0092,R018,2025-07-24,66,69.0
681,D0092,R022,2025-10-06,66,67.7
682,D0092,R019,2025-08-12,66,70.8
683,D0092,R020,2026-06-18,66,68.3
684,D0092,R023,2026-05-28,66,68.8
685,D0092,R020,2026-01-28,66,63.7
686,D0092,R020,2025-08-24,66,64.2
687,D0092,R022,2025-09-11,66,61.3
688,D0092,R019,2025-09-21,66,64.2
689,D0093,R022,2026-04-08,44,45.5
690,D0093,R002,2025-09-08,44,45.1
691,D0093,R019,2026-03-08,44,44.9
692,D0093,R023,2025-07-18,44,46.3
693,D0093,R023,2025-11-11,44,49.7
694,D0093,R018,2025-07-17,44,45.4
695,D0093,R002,2026-01-04,44,47.0
696,D0093,R002,2025-09-05,44,44.5
697,D0093,R002,2025-07-26,44,43.4
698,D0093,R022,2026-01-24,44,45.5
699,D0093,R023,2025-10-05,44,47.7
700,D0093,R001,2026-06-18,44,42.5
701,D0093,R001,2026-04-19,44,45.6
702,D0094,R002,2026-06-11,89,89.1
703,D0094,R001,2025-10-10,89,90.0
704,D0094,R001,2026-01-29,89,93.3
705,D0094,R002,2026-07-06,89,86.9
706,D0094,R019,2026-01-21,89,93.3
707,D0094,R001,2025-09-24,89,89.2
708,D0094,R022,2025-10-22,89,87.8
709,D0095,R006,2026-01-20,84,83.7
710,D0095,R017,2026-01-21,84,88.8
711,D0095,R006,2026-04-15,84,83.9
712,D0095,R005,2025-12-04,84,89.1
713,D0095,R024,2026-04-19,84,83.4
714,D0095,R007,2025-12-27,84,82.0
715,D0095,R005,2025-10-11,84,92.6
716,D0095,R005,2026-04-23,84,86.5
717,D0095,R006,2025-09-17,84,89.1
718,D0095,R006,2025-09-16,84,79.6
719,D0095,R007,2026-01-22,84,88.1
720,D0095,R006,2025-10-02,84,87.3
721,D0095,R006,2026-01-19,84,80.7
722,D0095,R007,2026-04-25,84,92.6
723,D0096,R023,2025-10-06,86,91.7
724,D0096,R018,2025-11-04,86,91.6
725,D0096,R020,2026-05-06,86,78.5
726,D0096,R023,2026-05-09,86,90.3
727,D0097,R022,2026-07-01,57,52.7
728,D0097,R019,2025-08-13,57,58.3
729,D0097,R018,2026-03-11,57,59.0
730,D0097,R019,2026-03-08,57,57.4
731,D0097,R023,2026-06-29,57,64.3
732,D0097,R001,2026-02-01,57,62.8
733,D0097,R019,2026-01-02,57,59.7
734,D0097,R018,2025-07-19,57,60.2
735,D0097,R023,2026-01-05,57,61.9
736,D0098,R024,2026-05-13,28,33.9
737,D0098,R024,2025-11-26,28,35.7
738,D0098,R024,2026-05-16,28,39.0
739,D0098,R007,2026-02-01,28,33.9
740,D0098,R006,2026-02-26,28,32.1
741,D0098,R006,2026-02-11,28,30.7
742,D0098,R005,2026-02-26,28,34.7
743,D0098,R007,2026-03-19,28,30.5
744,D0098,R024,2025-10-01,28,31.0
745,D0098,R005,2025-12-29,28,37.8
746,D0098,R006,2026-01-18,28,29.5
747,D0098,R005,2026-01-14,28,29.0
748,D0099,R021,2026-01-26,30,31.3
749,D0099,R021,2026-07-03,30,37.7
750,D0099,R009,2026-04-23,30,36.5
751,D0099,R008,2026-02-24,30,31.2
752,D0099,R014,2025-08-06,30,33.1
753,D0099,R009,2026-02-16,30,32.7
754,D0099,R014,2025-12-12,30,32.3
755,D0099,R014,2026-07-02,30,30.5
756,D0099,R021,2025-12-09,30,30.5
757,D0100,R016,2026-04-05,93,92.2
758,D0100,R015,2026-03-21,93,93.2
759,D0100,R016,2026-07-02,93,94.5
760,D0100,R015,2025-11-16,93,95.9
761,D0100,R015,2026-04-20,93,95.5
762,D0100,R016,2026-06-20,93,88.7
763,D0100,R015,2025-08-26,93,97.3
764,D0101,R016,2026-04-27,64,61.8
765,D0101,R010,2026-03-31,64,58.8
766,D0101,R011,2025-07-20,64,65.2
767,D0101,R010,2025-08-23,64,59.1
768,D0101,R010,2026-03-28,64,63.9
769,D0101,R015,2026-05-08,64,64.4
770,D0101,R010,2026-05-29,64,65.4
771,D0101,R016,2025-10-31,64,63.5
772,D0101,R010,2026-02-27,64,69.9
773,D0101,R015,2025-09-22,64,65.3
774,D0101,R016,2025-09-15,64,69.0
775,D0101,R015,2026-01-16,64,63.1
776,D0101,R015,2025-12-18,64,68.5
777,D0102,R019,2025-12-28,45,41.0
778,D0102,R018,2026-06-06,45,53.3
779,D0103,R013,2026-05-05,33,36.6
780,D0103,R004,2026-06-30,33,39.0
781,D0103,R013,2025-08-03,33,34.3
782,D0103,R012,2026-02-19,33,36.1
783,D0103,R025,2025-08-14,33,37.8
784,D0103,R012,2025-07-20,33,37.6
785,D0103,R004,2025-10-25,33,35.5
786,D0103,R025,2025-12-26,33,32.4
787,D0104,R011,2026-05-29,19,20.1
788,D0104,R015,2026-03-12,19,17.4
789,D0104,R010,2026-07-02,19,20.8
790,D0104,R011,2025-07-28,19,24.4
791,D0104,R015,2026-03-19,19,27.3
792,D0105,R008,2026-06-22,49,53.4
793,D0105,R008,2025-07-22,49,47.2
794,D0105,R009,2026-03-01,49,48.6
795,D0105,R014,2026-02-25,49,50.4
796,D0105,R021,2026-02-17,49,57.4
797,D0105,R008,2025-09-12,49,61.1
798,D0105,R009,2025-11-08,49,49.5
799,D0105,R008,2026-03-25,49,55.8
800,D0105,R021,2026-02-01,49,53.3
801,D0106,R019,2025-09-22,69,67.9
802,D0106,R018,2025-07-25,69,77.3
803,D0106,R018,2025-08-12,69,73.4
804,D0106,R002,2025-09-26,69,69.8
805,D0106,R020,2026-01-03,69,71.9
806,D0107,R012,2025-09-22,93,94.1
807,D0107,R004,2026-06-08,93,96.4
808,D0107,R013,2026-06-09,93,96.2
809,D0107,R013,2025-09-25,93,92.1
810,D0107,R013,2026-03-10,93,91.1
811,D0107,R012,2025-10-20,93,97.6
812,D0107,R013,2026-02-02,93,87.9
813,D0107,R025,2025-12-10,93,95.8
814,D0107,R025,2026-02-22,93,101.8
815,D0107,R012,2025-10-14,93,98.3
816,D0107,R012,2026-04-09,93,93.9
817,D0108,R016,2025-12-23,75,80.1
818,D0108,R010,2026-04-29,75,75.8
819,D0109,R020,2025-12-27,13,11.2
820,D0109,R022,2025-12-08,13,10.2
821,D0110,R021,2026-06-29,92,95.9
822,D0110,R021,2026-03-20,92,94.6
823,D0110,R021,2025-11-09,92,100.8
824,D0110,R009,2025-11-07,92,91.2
825,D0110,R008,2025-12-13,92,94.3
826,D0110,R021,2026-04-21,92,92.4
827,D0110,R014,2025-08-17,92,91.6
828,D0110,R014,2025-12-19,92,94.9
829,D0110,R009,2026-02-23,92,94.0
830,D0110,R009,2025-08-11,92,90.2
831,D0110,R021,2026-02-28,92,96.4
832,D0110,R009,2026-03-12,92,88.3
833,D0110,R021,2025-08-10,92,96.2
834,D0111,R003,2025-09-25,5,5.4
835,D0111,R005,2026-07-11,5,10.4
836,D0111,R017,2026-06-30,5,7.0
837,D0111,R003,2026-04-16,5,6.4
838,D0111,R024,2025-10-03,5,0.0
839,D0111,R003,2026-04-25,5,7.6
840,D0111,R005,2026-01-07,5,7.6
841,D0111,R007,2026-03-18,5,5.4
842,D0111,R003,2025-08-05,5,7.4
843,D0111,R003,2025-09-03,5,9.4
844,D0111,R003,2025-10-10,5,7.1
845,D0111,R017,2026-03-10,5,6.3
846,D0111,R006,2026-04-20,5,4.6
847,D0111,R024,2025-10-02,5,9.9
848,D0112,R004,2025-11-17,12,18.2
849,D0112,R025,2025-07-16,12,12.7
850,D0112,R012,2026-03-19,12,14.6
851,D0112,R025,2026-02-01,12,17.6
852,D0112,R025,2026-04-19,12,17.2
853,D0112,R013,2026-06-01,12,10.4
854,D0112,R012,2026-02-24,12,18.5
855,D0112,R012,2026-01-27,12,18.5
856,D0112,R013,2025-08-07,12,15.9
857,D0112,R004,2025-10-22,12,8.2
858,D0112,R013,2026-02-10,12,7.1
859,D0112,R013,2025-11-03,12,13.6
860,D0112,R025,2026-06-10,12,15.8
861,D0112,R013,2026-06-04,12,15.1
862,D0113,R004,2026-03-10,92,90.8
863,D0113,R025,2026-04-25,92,97.7
864,D0113,R004,2026-05-18,92,95.5
865,D0113,R013,2026-02-20,92,91.4
866,D0113,R012,2026-03-12,92,97.0
867,D0113,R004,2025-12-24,92,96.5
868,D0113,R025,2025-11-14,92,95.4
869,D0113,R004,2026-01-14,92,92.6
870,D0113,R004,2025-10-21,92,97.9
871,D0113,R012,2025-12-04,92,101.4
872,D0113,R004,2026-03-03,92,91.5
873,D0113,R025,2025-12-10,92,103.3
874,D0113,R012,2025-10-15,92,92.1
875,D0113,R025,2026-03-15,92,95.4
876,D0114,R023,2025-10-02,67,70.6
877,D0114,R022,2025-11-26,67,63.0
878,D0114,R002,2026-04-11,67,62.9
879,D0114,R019,2025-11-03,67,70.5
880,D0114,R020,2025-08-18,67,67.9
881,D0114,R019,2025-08-11,67,67.0
882,D0114,R002,2025-07-31,67,70.7
883,D0114,R020,2026-05-17,67,67.3
884,D0114,R019,2025-11-28,67,63.5
885,D0114,R020,2026-04-27,67,63.3
886,D0114,R020,2025-11-07,67,66.2
887,D0114,R001,2026-07-15,67,64.4
888,D0114,R001,2026-03-02,67,64.2
889,D0115,R015,2025-12-09,15,20.3
890,D0115,R015,2025-08-01,15,22.1
891,D0115,R010,2026-04-15,15,14.2
892,D0115,R015,2025-08-15,15,19.5
893,D0115,R010,2025-07-22,15,17.8
894,D0115,R011,2026-05-19,15,23.9
895,D0115,R011,2025-08-18,15,19.7
896,D0115,R011,2025-07-29,15,19.6
897,D0115,R015,2026-03-23,15,21.6
898,D0115,R011,2025-07-22,15,23.8
899,D0115,R016,2026-06-24,15,14.1
900,D0115,R011,2026-01-22,15,18.4
901,D0115,R010,2025-11-06,15,16.8
902,D0115,R015,2025-09-14,15,13.5
903,D0116,R014,2026-03-04,85,82.5
904,D0116,R021,2025-12-21,85,88.6
905,D0116,R009,2025-12-09,85,80.6
906,D0116,R008,2025-08-19,85,85.9
907,D0116,R014,2026-02-01,85,83.4
908,D0116,R014,2025-08-26,85,83.8
909,D0116,R008,2026-06-04,85,90.0
910,D0116,R008,2025-11-08,85,86.2
911,D0116,R021,2025-12-25,85,91.9
912,D0116,R014,2026-01-20,85,92.2
913,D0116,R008,2026-01-19,85,84.1
914,D0116,R014,2025-08-07,85,84.3
915,D0116,R009,2026-03-29,85,85.5
916,D0117,R014,2026-06-12,12,15.2
917,D0117,R014,2025-08-10,12,16.3
918,D0117,R009,2026-04-21,12,17.6
919,D0117,R021,2026-03-11,12,20.0
920,D0117,R014,2026-02-26,12,15.1
921,D0117,R014,2025-10-09,12,7.0
922,D0117,R021,2025-12-30,12,22.3
923,D0117,R014,2025-11-14,12,12.3
924,D0118,R024,2025-09-11,39,41.7
925,D0118,R005,2025-09-26,39,48.5
926,D0118,R003,2025-10-24,39,41.9
927,D0119,R010,2026-02-04,39,43.8
928,D0119,R010,2026-02-05,39,35.8
929,D0119,R015,2026-03-15,39,42.9
930,D0119,R010,2026-02-15,39,42.9
931,D0119,R015,2026-06-26,39,43.2
932,D0120,R003,2025-09-29,37,41.0
933,D0120,R005,2025-10-14,37,35.8
934,D0120,R005,2026-07-13,37,43.8
935,D0120,R007,2026-05-04,37,40.6
936,D0120,R006,2025-12-10,37,39.5
937,D0120,R005,2026-04-09,37,41.2
938,D0120,R007,2026-06-10,37,36.9
939,D0120,R017,2026-01-25,37,31.3
940,D0120,R024,2025-07-25,37,32.3
941,D0120,R007,2025-11-11,37,43.2
942,D0121,R021,2026-05-13,9,12.2
943,D0121,R009,2025-11-24,9,16.9
944,D0121,R021,2026-02-19,9,14.0
945,D0121,R009,2025-12-24,9,5.4
946,D0121,R014,2026-03-08,9,14.1
947,D0121,R021,2025-09-03,9,13.2
948,D0121,R021,2025-08-01,9,12.1
949,D0121,R014,2026-06-23,9,12.3
950,D0121,R008,2026-01-31,9,12.8
951,D0121,R009,2026-02-27,9,10.6
952,D0121,R014,2026-04-14,9,10.3
953,D0121,R014,2026-03-28,9,11.1
954,D0121,R014,2025-12-05,9,13.7
955,D0121,R021,2025-11-22,9,12.6
956,D0122,R009,2026-03-26,45,44.3
957,D0122,R021,2025-10-26,45,49.7
958,D0122,R021,2025-09-01,45,48.1
959,D0122,R008,2026-02-22,45,48.3
960,D0123,R016,2025-10-15,32,34.3
961,D0123,R015,2026-03-10,32,37.4
962,D0123,R010,2026-03-20,32,38.2
963,D0123,R010,2026-02-24,32,30.2
964,D0123,R010,2026-07-05,32,31.0
965,D0123,R016,2025-10-04,32,32.7
966,D0123,R010,2026-06-29,32,33.0
967,D0123,R016,2026-07-03,32,35.1
968,D0123,R010,2026-05-29,32,29.4
969,D0123,R011,2026-05-25,32,31.1
970,D0123,R010,2026-06-12,32,32.4
971,D0124,R006,2025-07-24,11,9.5
972,D0124,R003,2026-03-01,11,18.9
973,D0124,R006,2025-08-03,11,9.8
974,D0124,R006,2026-07-06,11,6.7
975,D0124,R006,2026-01-22,11,6.6
976,D0124,R006,2026-02-09,11,12.1
977,D0124,R005,2026-04-15,11,17.0
978,D0124,R003,2025-10-03,11,14.3
979,D0124,R024,2026-06-27,11,12.3
980,D0124,R007,2025-07-28,11,13.9
981,D0125,R013,2025-12-02,77,79.3
982,D0125,R013,2026-05-21,77,77.7
983,D0125,R004,2026-05-08,77,77.6
984,D0125,R025,2026-01-16,77,82.4
985,D0125,R004,2025-10-28,77,78.5
986,D0125,R025,2026-03-01,77,82.4
987,D0125,R025,2025-07-25,77,76.5
988,D0125,R012,2026-03-09,77,81.0
989,D0125,R012,2026-04-07,77,82.6
990,D0125,R025,2025-10-20,77,81.9
991,D0125,R025,2026-04-14,77,79.5
992,D0125,R013,2025-11-16,77,79.6
993,D0126,R015,2026-05-31,76,75.4
994,D0126,R010,2026-06-27,76,67.8
995,D0126,R010,2026-05-28,76,77.8
996,D0126,R011,2026-03-01,76,81.4
997,D0126,R016,2026-01-12,76,77.2
998,D0126,R016,2025-12-25,76,78.0
999,D0126,R016,2025-08-26,76,73.2
1000,D0126,R010,2026-03-08,76,75.4
1001,D0126,R011,2026-01-20,76,79.0
1002,D0126,R011,2025-12-23,76,80.5
1003,D0126,R011,2025-08-24,76,80.2
1004,D0127,R004,2026-03-21,16,17.1
1005,D0127,R025,2025-12-14,16,15.9
1006,D0127,R025,2026-03-11,16,17.9
1007,D0127,R013,2026-01-08,16,20.8
1008,D0128,R008,2026-01-30,38,44.2
1009,D0128,R008,2026-05-26,38,36.7
1010,D0128,R014,2026-06-26,38,39.8
1011,D0128,R008,2025-10-19,38,45.6
1012,D0128,R009,2025-11-16,38,38.7
1013,D0129,R004,2025-09-08,37,31.9
1014,D0129,R013,2025-09-29,37,36.3
1015,D0129,R004,2025-09-01,37,38.0
1016,D0130,R021,2025-07-29,52,56.1
1017,D0130,R008,2026-04-12,52,55.0
1018,D0130,R014,2025-12-05,52,53.9
1019,D0130,R021,2025-07-20,52,47.8
1020,D0130,R008,2025-12-02,52,54.4
1021,D0130,R014,2025-09-16,52,49.2
1022,D0131,R010,2026-05-21,27,29.6
1023,D0131,R011,2025-12-08,27,27.8
1024,D0131,R011,2026-06-26,27,34.6
1025,D0131,R016,2026-05-14,27,31.7
1026,D0131,R011,2025-11-17,27,29.6
1027,D0131,R016,2025-10-23,27,32.6
1028,D0131,R015,2025-12-13,27,34.2
1029,D0131,R011,2026-01-30,27,32.3
1030,D0131,R011,2026-04-13,27,27.5
1031,D0131,R010,2026-05-08,27,26.0
1032,D0131,R011,2026-03-29,27,32.0
1033,D0131,R010,2025-08-22,27,26.8
1034,D0132,R017,2025-08-01,66,64.7
1035,D0132,R017,2025-09-20,66,63.8
1036,D0132,R006,2026-01-11,66,64.6
1037,D0132,R024,2025-10-04,66,66.6
1038,D0132,R024,2026-05-20,66,67.4
1039,D0132,R006,2025-07-29,66,67.5
1040,D0132,R005,2026-01-20,66,71.7
1041,D0132,R006,2026-03-22,66,65.9
1042,D0133,R006,2026-06-04,92,91.6
1043,D0133,R017,2026-02-23,92,95.0
1044,D0134,R012,2025-10-19,41,42.3
1045,D0134,R012,2025-12-06,41,46.7
1046,D0134,R025,2025-11-11,41,37.9
1047,D0134,R012,2025-08-08,41,45.0
1048,D0134,R013,2026-02-18,41,44.9
1049,D0134,R004,2025-10-14,41,42.4
1050,D0134,R013,2025-09-11,41,42.1
1051,D0134,R004,2026-04-19,41,44.2
1052,D0134,R025,2025-10-29,41,41.6
1053,D0134,R004,2026-07-01,41,45.3
1054,D0134,R025,2026-04-30,41,46.0
1055,D0134,R025,2026-07-05,41,45.4
1056,D0134,R025,2025-10-23,41,43.9
1057,D0134,R013,2026-04-09,41,45.0
1058,D0135,R009,2026-04-07,48,54.2
1059,D0135,R014,2025-11-05,48,46.1
1060,D0135,R014,2026-06-24,48,45.0
1061,D0135,R014,2026-05-04,48,51.2
1062,D0135,R009,2026-04-28,48,49.9
1063,D0135,R021,2026-03-14,48,47.3
1064,D0135,R009,2025-12-21,48,49.1
1065,D0135,R009,2026-02-27,48,50.7
1066,D0135,R008,2026-02-01,48,48.2
1067,D0135,R008,2026-01-30,48,48.8
1068,D0135,R009,2026-04-01,48,47.9
1069,D0135,R008,2025-09-25,48,52.4
1070,D0135,R014,2025-09-13,48,50.5
1071,D0135,R021,2025-10-15,48,54.6
1072,D0136,R014,2026-02-15,90,88.9
1073,D0136,R021,2026-03-17,90,91.8
1074,D0136,R014,2025-09-02,90,96.4
1075,D0136,R014,2025-09-13,90,92.9
1076,D0136,R021,2026-02-26,90,93.4
1077,D0136,R008,2026-03-16,90,94.4
1078,D0136,R014,2026-03-19,90,96.0
1079,D0136,R021,2026-06-19,90,94.9
1080,D0136,R021,2025-11-09,90,97.1
1081,D0136,R021,2026-05-10,90,94.9
1082,D0136,R008,2026-04-10,90,89.9
1083,D0136,R008,2026-05-29,90,95.0
1084,D0136,R014,2026-06-08,90,94.8
1085,D0136,R014,2025-11-07,90,96.6
1086,D0137,R011,2026-03-25,95,104.5
1087,D0137,R011,2026-01-24,95,102.6
1088,D0137,R016,2025-12-22,95,100.0
1089,D0137,R010,2026-06-17,95,98.8
1090,D0137,R016,2026-06-14,95,91.9
1091,D0137,R010,2025-10-13,95,95.1
1092,D0137,R015,2025-11-02,95,101.4
1093,D0137,R016,2025-12-10,95,91.6
1094,D0138,R009,2026-02-09,39,42.4
1095,D0138,R021,2026-06-07,39,46.8
1096,D0138,R009,2026-04-26,39,40.1
1097,D0138,R014,2026-06-28,39,40.3
1098,D0138,R021,2026-04-12,39,46.9
1099,D0138,R009,2025-11-21,39,38.4
1100,D0138,R008,2026-06-20,39,34.1
1101,D0138,R009,2025-12-20,39,39.5
1102,D0138,R008,2026-06-19,39,42.3
1103,D0138,R021,2026-04-11,39,41.6
1104,D0138,R009,2026-04-24,39,42.7
1105,D0138,R014,2025-09-03,39,38.2
1106,D0139,R021,2025-12-30,69,76.7
1107,D0139,R009,2025-10-12,69,70.2
1108,D0139,R009,2026-03-20,69,66.7
1109,D0139,R008,2026-01-01,69,73.4
1110,D0140,R002,2026-06-20,51,54.6
1111,D0140,R001,2025-12-29,51,54.2
1112,D0140,R022,2026-07-14,51,49.1
1113,D0140,R002,2026-01-10,51,53.3
1114,D0140,R001,2026-06-15,51,50.5
1115,D0140,R018,2025-11-03,51,51.7
1116,D0140,R022,2025-12-21,51,52.4
1117,D0140,R023,2026-01-10,51,59.8
1118,D0140,R019,2026-06-10,51,52.0
1119,D0140,R002,2026-03-26,51,44.6
1120,D0141,R024,2025-09-17,82,80.1
1121,D0141,R024,2026-02-27,82,81.2
1122,D0141,R007,2026-03-18,82,84.5
1123,D0141,R005,2025-11-12,82,87.3
1124,D0141,R017,2025-07-17,82,82.9
1125,D0141,R003,2026-03-02,82,85.9
1126,D0141,R007,2025-12-10,82,85.1
1127,D0142,R024,2025-12-25,7,10.1
1128,D0142,R017,2025-10-19,7,5.2
1129,D0142,R017,2025-08-10,7,5.7
1130,D0142,R003,2026-04-29,7,8.9
1131,D0142,R007,2026-05-06,7,4.9
1132,D0142,R003,2026-04-08,7,7.3
1133,D0142,R024,2026-07-11,7,9.5
1134,D0142,R003,2025-09-16,7,0.0
1135,D0142,R017,2026-07-01,7,4.5
1136,D0142,R007,2026-03-19,7,13.2
1137,D0142,R017,2026-01-08,7,9.6
1138,D0142,R005,2026-05-22,7,15.2
1139,D0142,R007,2025-10-22,7,8.8
1140,D0142,R017,2026-01-28,7,8.2
1141,D0143,R015,2025-10-10,5,8.2
1142,D0143,R010,2025-12-06,5,1.2
1143,D0143,R015,2025-11-15,5,8.8
1144,D0144,R023,2026-04-26,9,14.9
1145,D0144,R002,2025-12-16,9,5.5
1146,D0144,R019,2026-02-10,9,10.2
1147,D0144,R022,2026-01-17,9,8.4
1148,D0144,R020,2026-02-13,9,7.7
1149,D0144,R001,2026-02-25,9,12.4
1150,D0144,R001,2026-06-26,9,8.8
1151,D0144,R022,2025-10-03,9,11.8
1152,D0145,R012,2026-02-14,94,99.2
1153,D0145,R013,2025-11-26,94,94.0
1154,D0145,R012,2025-09-08,94,97.0
1155,D0145,R004,2026-06-20,94,90.8
1156,D0145,R012,2025-08-08,94,98.0
1157,D0145,R025,2026-06-17,94,100.9
1158,D0145,R004,2026-02-07,94,89.3
1159,D0146,R002,2026-04-16,18,17.2
1160,D0146,R020,2026-06-01,18,18.1
1161,D0146,R002,2025-10-12,18,18.7
1162,D0146,R019,2026-04-23,18,16.8
1163,D0146,R022,2026-02-11,18,22.0
1164,D0146,R001,2025-12-20,18,22.6
1165,D0146,R002,2026-01-03,18,16.5
1166,D0146,R002,2026-06-20,18,21.6
1167,D0146,R020,2025-09-06,18,18.8
1168,D0146,R001,2025-08-04,18,20.2
1169,D0147,R003,2026-05-02,31,35.2
1170,D0147,R024,2026-03-01,31,37.6
1171,D0147,R005,2026-03-30,31,37.5
1172,D0147,R007,2026-05-07,31,38.6
1173,D0147,R005,2026-06-09,31,32.1
1174,D0147,R003,2025-07-25,31,31.5
1175,D0147,R024,2025-09-08,31,31.0
1176,D0148,R024,2026-01-10,13,19.2
1177,D0148,R006,2026-04-29,13,15.4
1178,D0148,R006,2026-03-31,13,21.9
1179,D0148,R007,2025-11-07,13,15.9
1180,D0148,R007,2026-07-07,13,14.6
1181,D0148,R024,2025-08-18,13,16.4
1182,D0149,R018,2025-11-08,83,79.5
1183,D0149,R020,2026-05-06,83,88.0
1184,D0150,R013,2026-04-19,19,19.0
1185,D0150,R025,2025-08-12,19,24.6
1186,D0150,R013,2025-11-19,19,18.6
1187,D0150,R013,2025-11-23,19,18.3
1188,D0151,R024,2025-07-29,94,96.1
1189,D0151,R017,2025-08-27,94,90.2
1190,D0151,R007,2026-06-02,94,101.1
1191,D0151,R005,2026-02-26,94,101.5
1192,D0151,R006,2026-05-09,94,97.0
1193,D0151,R007,2026-04-01,94,92.4
1194,D0151,R005,2026-05-12,94,101.6
1195,D0151,R006,2025-10-15,94,97.4
1196,D0151,R024,2026-01-13,94,94.9
1197,D0151,R024,2025-11-06,94,98.3
1198,D0152,R004,2025-08-25,46,46.8
1199,D0152,R012,2026-06-11,46,55.4
1200,D0152,R025,2025-09-10,46,46.9
1201,D0152,R004,2026-05-29,46,45.7
1202,D0152,R025,2025-10-02,46,47.0
1203,D0152,R004,2025-11-12,46,49.5
1204,D0152,R013,2025-08-28,46,45.4
1205,D0152,R025,2025-12-05,46,45.5
1206,D0152,R025,2025-09-19,46,46.5
1207,D0152,R004,2026-01-02,46,48.2
1208,D0153,R023,2025-08-14,81,82.4
1209,D0153,R020,2026-05-07,81,80.2
1210,D0153,R001,2026-03-14,81,83.9
1211,D0153,R022,2025-11-12,81,85.6
1212,D0154,R010,2025-12-06,55,51.6
1213,D0154,R015,2026-02-19,55,56.7
1214,D0154,R016,2025-10-21,55,56.2
1215,D0154,R016,2025-12-19,55,55.9
1216,D0154,R016,2026-04-16,55,55.2
1217,D0154,R011,2026-03-06,55,60.6
1218,D0154,R015,2026-01-08,55,61.9
1219,D0154,R011,2025-11-03,55,58.3
1220,D0154,R015,2026-03-25,55,53.2
1221,D0154,R010,2025-12-08,55,54.9
1222,D0154,R010,2026-07-01,55,57.3
1223,D0154,R011,2025-09-19,55,57.7
1224,D0155,R008,2025-10-24,67,67.0
1225,D0155,R008,2025-08-28,67,72.5
1226,D0155,R009,2025-09-05,67,72.0
1227,D0155,R021,2025-10-20,67,74.3
1228,D0155,R014,2026-04-12,67,67.5
1229,D0156,R007,2025-08-25,56,59.2
1230,D0156,R006,2025-11-09,56,52.3
1231,D0156,R007,2025-08-06,56,59.3
1232,D0156,R005,2026-02-06,56,58.6
1233,D0156,R007,2026-03-23,56,56.1
1234,D0157,R017,2026-04-29,8,10.2
1235,D0157,R005,2025-10-10,8,15.7
1236,D0157,R006,2026-05-30,8,3.5
1237,D0157,R024,2025-11-21,8,12.1
1238,D0157,R024,2026-06-13,8,8.0
1239,D0157,R006,2025-11-02,8,9.7
1240,D0157,R017,2025-09-29,8,8.3
1241,D0157,R003,2025-09-10,8,13.0
1242,D0157,R024,2026-05-24,8,7.2
1243,D0157,R005,2026-02-07,8,12.9
1244,D0157,R003,2026-05-28,8,11.2
1245,D0158,R003,2026-03-24,98,95.6
1246,D0158,R006,2026-07-06,98,100.8
1247,D0158,R017,2025-09-21,98,102.4
1248,D0158,R003,2025-09-12,98,101.0
1249,D0158,R017,2026-07-02,98,96.7
1250,D0158,R017,2025-09-11,98,96.7
1251,D0158,R003,2025-09-17,98,102.5
1252,D0158,R007,2025-11-07,98,103.0
1253,D0158,R007,2026-02-07,98,103.4
1254,D0158,R005,2026-07-13,98,103.7
1255,D0158,R024,2026-05-09,98,101.1
1256,D0159,R021,2026-02-05,27,29.9
